repeat,od_idx,origin,dest,alpha,method,punctuality_prob,correct,objective_gap,tie_aware_correct,late_count,delay_sum,max_delay,path_length,mean_time,solve_time
1,0,145,507,0.9,MILP,0.994,False,0.0020000000000000018,False,3,1.4420277913762831,0.9435119786486883,134,10.47472443012179,10.599981546401978
1,0,145,507,0.9,Dijkstra,0.992,False,0.0040000000000000036,False,4,2.4625061583333547,1.3543870566223983,109,10.304689311339247,0.0030357260002347175
1,1,444,33,0.5,ILP,0.862,True,0.0,True,69,57.32201073041699,3.4461730485007296,34,4.845556154459628,62.789841175079346
1,1,444,33,0.5,MILP,0.862,True,0.0,True,69,57.32201073041699,3.4461730485007296,34,4.845556154459628,4.478254556655884
1,1,444,33,0.5,Dijkstra,0.862,True,0.0,True,69,57.32201073041699,3.4461730485007296,34,4.845556154459628,0.002473756000654248
1,1,444,33,0.7,ILP,0.974,True,0.0,True,13,11.005736356445013,2.067703829100438,34,4.845556154459628,32.25354027748108
1,1,444,33,0.7,MILP,0.974,True,0.0,True,13,11.005736356445013,2.067703829100438,34,4.845556154459628,3.0744094848632812
1,1,444,33,0.7,Dijkstra,0.974,True,0.0,True,13,11.005736356445013,2.067703829100438,34,4.845556154459628,0.003157525999995414
1,1,444,33,0.9,ILP,0.996,True,0.0,True,2,0.9651742504188636,0.6892346097001454,34,4.845556154459628,4.547415733337402
1,1,444,33,0.9,MILP,0.996,True,0.0,True,2,0.9651742504188636,0.6892346097001454,34,4.845556154459628,2.719970941543579
1,1,444,33,0.9,Dijkstra,0.996,True,0.0,True,2,0.9651742504188636,0.6892346097001454,34,4.845556154459628,0.0024315970003954135
1,2,143,467,0.5,ILP,0.984,True,0.0,True,8,4.869909784006601,2.631034266008915,54,3.8604125946805614,15.637516021728516
1,2,143,467,0.5,MILP,0.984,True,0.0,True,8,4.869909784006601,2.631034266008915,54,3.8604125946805614,4.185945272445679
1,2,143,467,0.5,Dijkstra,0.984,False,0.0,True,8,5.099687813322791,2.634414339651536,50,3.8316484120866803,0.0024252639996120706
1,2,143,467,0.7,ILP,0.996,True,0.0,True,2,1.6917493690890826,1.5820006332479704,50,3.8316484120866803,10.237231969833374
1,2,143,467,0.7,MILP,0.996,False,0.0,True,2,1.6746702633971502,1.5786205596053495,54,3.8604125946805614,4.123892068862915
1,2,143,467,0.7,Dijkstra,0.996,True,0.0,True,2,1.6917493690890826,1.5820006332479704,50,3.8316484120866803,0.002787522000289755
1,2,143,467,0.9,ILP,0.998,True,0.0,True,1,0.5262068532017832,0.5262068532017832,54,3.8604125946805614,4.023806810379028
1,2,143,467,0.9,MILP,0.998,True,0.0,True,1,0.5262068532017832,0.5262068532017832,54,3.8604125946805614,10.776085615158081
1,2,143,467,0.9,Dijkstra,0.998,False,0.0,True,1,0.529586926844404,0.529586926844404,50,3.8316484120866803,0.002712479999900097
1,3,204,148,0.5,ILP,0.94,True,0.0,True,30,64.53445879522218,7.413810836334765,45,7.643064709344314,32.09735608100891
1,3,204,148,0.5,MILP,0.94,True,0.0,True,30,64.53445879522218,7.413810836334765,45,7.643064709344314,2.766860246658325
1,3,204,148,0.5,Dijkstra,0.94,True,0.0,True,30,64.53445879522218,7.413810836334765,45,7.643064709344314,0.0027031390000047395
1,3,204,148,0.7,ILP,0.982,True,0.0,True,9,15.074897113882551,4.470053735352613,47,7.674684876823016,25.606363534927368
1,3,204,148,0.7,MILP,0.982,False,0.0,True,9,14.7157351175367,4.44828650180086,45,7.643064709344314,2.8790547847747803
1,3,204,148,0.7,Dijkstra,0.982,False,0.0,True,9,14.7157351175367,4.44828650180086,45,7.643064709344314,0.0026791880000018864
1,3,204,148,0.9,ILP,0.996,True,0.0,True,2,1.9249906505144239,1.482762167266955,45,7.643064709344314,4.302506923675537
1,3,204,148,0.9,MILP,0.996,True,0.0,True,2,1.9249906505144239,1.482762167266955,45,7.643064709344314,2.7571909427642822
1,3,204,148,0.9,Dijkstra,0.996,True,0.0,True,2,1.9249906505144239,1.482762167266955,45,7.643064709344314,0.005033421999542043
1,4,377,86,0.5,ILP,0.952,True,0.0,True,24,40.92530143640635,5.78963018852698,31,5.421567766150207,29.135491609573364
1,4,377,86,0.5,MILP,0.952,False,0.0,True,24,40.92530143640647,5.78963018852699,31,5.421567766150207,16.786922693252563
1,4,377,86,0.5,Dijkstra,0.952,True,0.0,True,24,40.92530143640635,5.78963018852698,31,5.421567766150207,0.003842893000182812
1,4,377,86,0.7,ILP,0.99,True,0.0,True,5,9.114519946090343,3.473778113116188,31,5.421567766150207,13.111271381378174
1,4,377,86,0.7,MILP,0.99,True,0.0,True,5,9.114519946090343,3.473778113116188,31,5.421567766150207,9.80289363861084
1,4,377,86,0.7,Dijkstra,0.99,True,0.0,True,5,9.114519946090343,3.473778113116188,31,5.421567766150207,0.0024040510006670956
1,4,377,86,0.9,ILP,0.996,True,0.0,True,2,2.041042479497513,1.157926037705396,31,5.421567766150207,7.9213831424713135
1,4,377,86,0.9,MILP,0.996,True,0.0,True,2,2.041042479497513,1.157926037705396,31,5.421567766150207,5.784773826599121
1,4,377,86,0.9,Dijkstra,0.996,True,0.0,True,2,2.041042479497513,1.157926037705396,31,5.421567766150207,0.002311152000402217
1,5,478,513,0.5,ILP,0.882,True,0.0,True,59,8.00499560885656,0.7083987775568896,26,1.1156457193821414,36.018616914749146
